bin: 0,23.875701,23.856088,23.923316,23.879039,23.939471
bin: 1,24.796423,24.802772,24.773543,24.878474,24.816123
bin: 2,26.841959,26.884315,26.816676,26.866639,26.814413
bin: 3,28.047850,28.122278,28.077248,28.156314,28.114303
bin: 4,29.709610,29.672246,29.713970,29.719793,29.736965
bin: 5,31.665757,31.684906,31.654505,31.646827,31.705771
bin: 6,33.517057,33.513412,33.588726,33.611090,33.603301
bin: 7,33.531552,33.449861,33.508810,33.530123,33.508406
bin: 8,34.556544,34.553460,34.549114,34.560612,34.514369
bin: 9,35.955647,36.065492,36.030877,35.985288,35.948125
bin: 10,35.321194,35.338188,35.368531,35.375789,35.340431
bin: 11,37.495550,37.496304,37.453558,37.526380,37.481491
bin: 12,36.849459,36.765216,36.786631,36.743556,36.813961
bin: 13,37.119139,37.154682,37.050581,37.113478,37.031422
bin: 14,37.901274,37.894187,38.044546,37.980435,37.915594
bin: 15,38.768772,38.852847,38.659225,38.773913,38.687356
bin: 16,41.944355,41.730522,41.752451,41.770299,41.885593
bin: 17,42.171386,42.303942,42.440921,42.229762,42.330110
bin: 18,41.985025,42.067896,41.947868,41.893914,41.893131
bin: 19,42.486935,42.482892,42.667534,42.617977,42.515080
bin: 20,41.070445,41.332423,40.913579,41.075471,40.991278
bin: 21,41.129314,41.073312,41.231314,41.046411,41.241534
bin: 22,40.941626,41.088318,41.012808,41.124571,40.946069
bin: 23,41.242034,41.040861,41.185450,41.018608,41.072128
bin: 24,43.842658,43.576184,43.621340,43.561144,43.699706
bin: 25,43.185573,43.331215,43.126390,43.193953,43.136566
bin: 26,42.623330,42.775189,42.708600,42.630087,42.793559
bin: 27,41.926805,42.135997,41.929702,41.960688,41.933275
bin: 28,43.437265,43.295475,43.510628,43.277216,43.419035
bin: 29,42.552637,42.531984,42.517268,42.652040,42.411842
bin: 30,42.622534,42.539941,42.445228,42.703683,42.417379
bin: 31,40.970382,40.757836,40.755586,40.895775,40.808106
bin: 0,24.480978,24.440648,24.460181,24.460983,24.437342
bin: 1,25.141686,25.111359,25.089948,25.122949,25.166289
bin: 2,27.406004,27.394666,27.403602,27.382039,27.416594
bin: 3,28.857769,28.819090,28.818799,28.765106,28.773575
bin: 4,30.318687,30.296953,30.343113,30.414665,30.418281
bin: 5,32.477438,32.410770,32.414526,32.410192,32.445499
bin: 6,34.263405,34.303587,34.296159,34.255159,34.265890
bin: 7,34.243515,34.368596,34.285955,34.403162,34.213273
bin: 8,35.238192,35.241054,35.198880,35.295274,35.261775
bin: 9,36.815273,36.808432,36.730165,36.922114,36.785007
bin: 10,36.208234,36.276415,36.069539,36.181673,36.284920
bin: 11,38.370259,38.364792,38.378799,38.429291,38.395175
bin: 12,37.787074,37.809169,37.742252,37.842738,37.739837
bin: 13,38.240592,38.163184,38.161100,38.187118,38.221323
bin: 14,39.011286,38.929070,38.839960,38.894048,38.812494
bin: 15,39.654121,39.764947,39.764126,39.787364,39.662280
bin: 16,42.829686,42.829892,42.706075,42.687918,42.835111
bin: 17,43.201406,43.253242,43.152350,43.350888,43.195980
bin: 18,43.146254,43.115443,43.190896,43.116525,43.275031
bin: 19,43.738912,43.912210,43.609927,43.800142,43.632593
bin: 20,42.433664,42.247682,42.328885,42.214890,42.255323
bin: 21,42.270853,42.309978,42.209194,42.554483,42.195607
bin: 22,42.189699,42.177824,42.209290,42.152583,42.308106
bin: 23,42.374835,42.334635,42.296457,42.324185,42.130679
bin: 24,45.026704,44.798942,45.101641,44.743669,44.991237
bin: 25,44.391005,44.238576,44.287838,44.309438,44.469362
bin: 26,43.994140,44.030556,44.120948,44.174405,44.142648
bin: 27,43.378382,43.263092,43.343374,43.193658,43.512156
bin: 28,44.831176,44.894684,44.850330,44.807630,44.811473
bin: 29,43.922770,43.829633,43.866325,44.022561,43.966978
bin: 30,43.929353,44.087240,43.831187,44.039298,43.834812
bin: 31,42.289836,42.132674,42.310615,42.384964,42.189194
bin: 0,34.552707,34.408962,34.430893,34.459307,34.427779
bin: 1,47.757513,47.926114,47.999344,47.992705,47.892430
bin: 2,49.891931,49.738970,49.743605,49.578289,49.571451
bin: 3,62.337881,62.266973,62.460328,62.359119,62.365828
bin: 4,71.760776,73.173747,71.483519,71.439885,71.624105
bin: 5,99.359034,97.171437,96.756721,97.278068,99.513763
bin: 6,86.803448,87.020808,87.754923,87.718339,86.825689
bin: 7,98.576724,96.124712,95.148682,94.206294,94.581859
