bin: 0,403918.004645,396353.547364,501265.695882
bin: 1,1197652.600902,1593075.432122,1368051.438734
bin: 2,1962207.876302,3661394.258934,2832058.906825
bin: 3,4226670.289527,3513174.404015,6456968.914307
bin: 4,5590409.342195,5374257.307497,9028439.584692
bin: 5,6801459.222160,4706285.029735,6707112.588031
bin: 6,6894357.233772,9695704.057279,8258425.181844
bin: 7,9979044.007584,10098969.905070,9000630.044103
bin: 8,9037505.648441,10830784.913354,6546644.844517
bin: 9,12798922.196026,9743090.097944,11447507.154692
bin: 10,10219226.745176,10636681.355417,10974367.014188
bin: 11,8063667.917120,15374331.550802,15004240.328789
bin: 12,14786337.424220,13568152.831673,14098406.880023
bin: 13,20605181.821651,16383495.145631,15182613.096410
bin: 14,12464272.666710,10219183.874833,11595593.674404
bin: 15,16634024.629088,19253462.517856,21048343.291689
bin: 16,18852833.638026,14612761.811982,19872335.300494
bin: 17,14569674.263711,16273014.692208,14504465.303247
bin: 18,17774788.624135,17432273.262662,15074660.310864
bin: 19,21236625.010210,17545043.525204,15164771.070283
bin: 20,14655157.006774,21045607.371096,16809478.906154
bin: 21,22401667.100808,23427497.343976,23186217.680839
bin: 22,17500875.043752,21623180.049013,15337684.691286
bin: 23,16065355.232349,24988037.641555,35757760.194766
bin: 24,23609906.524044,25871855.117611,17186349.128407
bin: 25,23818419.577807,23115623.441962,20823976.154506
bin: 26,25589030.513712,23964008.771732,25312223.893784
bin: 27,21824963.790401,28961849.345725,28456125.827815
bin: 28,27938437.408097,28462998.102467,29785232.795109
bin: 29,29505901.180236,26107927.517313,32229869.987982
bin: 30,28356266.269989,21173203.748698,27261351.447980
bin: 31,28306337.474446,28834271.591377,31659882.406151
bin: 32,26421153.181717,25806963.909954,23528560.052125
bin: 33,27054856.750591,31096980.808057,27028662.484620
bin: 34,31942965.603444,33998521.803400,38290788.013319
bin: 35,53419607.253028,29071552.871328,36585680.055651
bin: 36,28421257.543313,69629912.247234,31343251.540328
bin: 37,22023197.768316,32987332.864180,33473923.813349
bin: 38,25915455.035003,29007346.016199,33316747.073968
bin: 39,22162685.331949,43045906.552241,38481209.966146
