bin: 0,1095350.238239,667668.168920,631034.265161
bin: 1,1070434.596446,1008878.127522,938526.513374
bin: 2,1373469.154172,1716345.328680,1877464.171725
bin: 3,1459720.828392,2453159.976695,1779834.475394
bin: 4,2862704.683385,2393833.484943,3284395.835386
bin: 5,3786802.991574,2939159.400411,3549875.754349
bin: 6,4901102.748118,3627976.884604,3618038.506267
bin: 7,4801776.657363,3159495.270631,3707651.666126
bin: 8,5411418.092174,4968258.349434,4644681.839294
bin: 9,5476001.423760,5501457.886340,3757915.108698
bin: 10,4317535.079973,5763537.764271,6902177.323210
bin: 11,4117556.230377,4909682.302641,5684375.074015
bin: 12,4836309.523810,7266223.240736,6443458.650343
bin: 13,6559835.067004,6871502.895848,8584217.303329
bin: 14,6535805.320146,9456264.775414,9022556.390977
bin: 15,8966599.417171,9712568.670896,16080402.010050
bin: 16,7125940.519355,7146310.191899,9146915.606252
bin: 17,9059794.644655,8995502.248876,13422318.332650
bin: 18,8484794.355379,7288210.360766,10738406.759544
bin: 19,10198618.087249,10804678.425758,10005503.026665
bin: 20,7579038.544825,9299853.859439,9426128.330004
bin: 21,11399259.048162,11496655.518395,10777709.736681
bin: 22,12565902.696206,16796903.527350,13585351.447135
bin: 23,11737950.260436,8657071.745482,12832509.022858
bin: 24,11316569.721386,12398333.663956,13991493.172151
bin: 25,9205983.889528,11771097.428468,9542860.288855
bin: 26,10944023.347250,10151711.691388,11759069.726928
bin: 27,8851655.733818,15969885.359037,13324133.336506
bin: 28,15485248.965425,16440841.317535,16933812.151470
bin: 29,15437657.592755,10920010.920011,14779417.198315
bin: 30,13920696.932956,14636449.480642,16021085.816171
bin: 31,13889793.172299,14835075.682066,16871408.235356
bin: 32,16673403.395311,11823507.282206,13174967.561633
bin: 33,14038564.763202,15868570.895174,17243565.360720
bin: 34,18183235.057277,13743545.442051,15251873.801638
bin: 35,20116789.136934,20809849.995665,32406157.169862
bin: 36,18992864.842667,16261949.236348,19118976.876373
bin: 37,15985192.663638,21744106.202792,24094857.650117
bin: 38,17904691.947480,23256507.349653,34206025.522958
bin: 39,22302759.966546,22977941.176471,21409264.859368
bin: 40,13870329.335747,16012497.559070,26132959.398305
bin: 41,18175523.628181,18522601.984564,16937191.249118
bin: 42,22253849.139604,20696459.942724,27035523.420308
bin: 43,25608939.848092,24468233.004310,27960474.057128
bin: 44,24883187.259808,24660912.453761,20648358.455503
bin: 45,48548812.664908,28628329.599203,27699996.989131
bin: 46,23089015.523679,29824227.425598,33301448.967301
bin: 47,32288443.427956,23412350.014633,31090096.508841
bin: 48,22905759.162304,47058823.529412,24954801.252833
bin: 49,21346084.060879,16671668.167117,16911603.050853
bin: 50,26729559.748428,24930951.042456,23500138.236107
bin: 51,25184647.051701,20253164.556962,24133850.045251
bin: 52,24088719.207345,24834824.984771,23197794.021097
bin: 53,18581284.517317,24196258.541503,19948282.231252
bin: 54,19627085.377821,28678694.337261,20044097.013430
bin: 55,21354891.604858,23403543.965229,22747583.069299
bin: 56,23129362.116540,23894361.769021,25055495.725181
bin: 57,30310156.515377,27553444.180523,21975107.507530
bin: 58,29599157.176541,19651600.439663,20358868.184955
bin: 59,34983382.893126,21771472.114373,24728501.658870
bin: 60,35402338.875831,18576888.523442,30358831.433833
bin: 61,22203520.332337,26180774.021916,32898227.740635
bin: 62,23191606.847046,21139166.177334,23081150.393845
