bin: 0,24.207227,24.205713,24.202194,24.255383,24.233454
bin: 1,25.626715,25.577598,25.605226,25.616932,25.599320
bin: 2,27.217324,27.234375,27.275470,27.281837,27.229582
bin: 3,29.000614,29.074999,29.030761,29.015105,29.082087
bin: 4,31.578432,31.533721,31.482914,31.512170,31.453326
bin: 5,31.953373,31.883309,31.969037,31.982881,31.952266
bin: 6,33.288755,33.307956,33.295577,33.267064,33.302834
bin: 7,34.820854,34.773876,34.665537,34.849520,34.692166
bin: 8,35.115812,35.098577,35.071337,35.159873,35.140785
bin: 9,38.380870,38.306387,38.253844,38.259900,38.166110
bin: 10,37.972631,37.908136,37.795769,38.019014,37.958049
bin: 11,38.704598,38.567288,38.696825,38.502265,38.527242
bin: 12,40.572896,40.562914,40.447457,40.549090,40.428724
bin: 13,40.834477,40.850675,40.841729,40.919570,40.947790
bin: 14,40.555516,40.543925,40.733334,40.516731,40.563326
bin: 15,41.273654,41.261355,41.138733,41.094208,41.210073
bin: 16,46.463806,46.368563,46.454955,46.472443,46.541262
bin: 17,47.411211,47.064940,47.340569,47.216465,47.219316
bin: 18,46.474770,46.558512,46.457766,46.321742,46.403685
bin: 19,48.662424,48.684492,48.765894,48.647230,48.780913
bin: 20,48.963804,48.998544,49.142512,49.040867,49.071976
bin: 21,47.759652,47.822576,47.684319,47.706980,47.731507
bin: 22,47.915003,48.193745,48.032770,48.114910,47.904719
bin: 23,48.449292,48.484784,48.826453,48.460448,48.509916
bin: 24,51.143445,51.231668,51.031990,51.080190,51.051370
bin: 25,49.510329,49.566933,49.507145,49.358026,49.538589
bin: 26,47.477544,47.571907,47.735854,47.708218,47.821918
bin: 27,47.642539,47.653607,47.818650,47.708511,47.843558
bin: 28,47.782351,47.817863,47.619600,47.663588,47.665612
bin: 29,44.744273,44.630445,44.989431,44.763252,44.660721
bin: 30,43.043577,43.038557,42.994449,43.085864,42.975517
bin: 31,40.315244,40.273928,40.338112,40.304488,40.329528
bin: 0,24.330625,24.347477,24.355272,24.440024,24.364664
bin: 1,25.902334,25.840223,25.942536,25.851589,25.945177
bin: 2,27.603100,27.659660,27.563200,27.702654,27.579543
bin: 3,29.447700,29.495587,29.400969,29.504930,29.460056
bin: 4,32.085145,31.998155,32.110114,31.985280,32.010003
bin: 5,32.583966,32.462312,32.534852,32.570813,32.485588
bin: 6,33.949363,34.015760,33.983609,34.044358,33.943097
bin: 7,35.559318,35.405591,35.378365,35.385725,35.569638
bin: 8,35.819129,35.923406,35.837232,35.859865,35.917192
bin: 9,39.048999,39.068677,39.003460,38.934684,39.028370
bin: 10,38.714601,38.841998,38.691177,38.873462,38.865961
bin: 11,39.378048,39.259518,39.373305,39.328591,39.477247
bin: 12,41.270932,41.424087,41.350710,41.326521,41.320165
bin: 13,41.780535,41.800701,41.661421,41.733750,41.853135
bin: 14,41.372262,41.403954,41.583227,41.418229,41.428414
bin: 15,42.437299,42.118612,42.082364,42.208360,42.368527
bin: 16,47.590059,47.820225,47.644134,47.831437,47.582251
bin: 17,48.684331,48.269369,48.247815,48.321863,48.402395
bin: 18,47.564420,47.521410,47.683524,47.521320,47.552415
bin: 19,49.614709,49.884072,49.776877,50.031533,49.818764
bin: 20,49.978534,50.239531,50.267653,50.272843,50.043638
bin: 21,48.894778,48.971147,49.169092,48.714398,48.786282
bin: 22,49.253885,49.062812,49.360391,49.272579,49.018756
bin: 23,49.471203,49.623196,49.463166,49.688914,49.776476
bin: 24,52.387233,52.075978,52.190540,52.130479,52.184828
bin: 25,50.776076,50.637170,50.569740,50.530178,50.620103
bin: 26,48.761364,48.643122,48.871645,48.887651,49.213818
bin: 27,48.982488,48.672709,48.652784,48.619659,48.886314
bin: 28,48.999588,49.246767,48.767153,48.932588,48.843339
bin: 29,45.987283,46.050397,45.884297,45.863378,46.001815
bin: 30,44.296332,44.430088,44.303863,44.272726,44.256002
bin: 31,41.552964,41.340084,41.356046,41.336660,41.354803
bin: 0,36.005136,35.848884,36.050380,36.083599,35.895040
bin: 1,43.435826,43.544051,43.541611,43.484201,43.602047
bin: 2,60.524007,61.100269,60.525342,60.499531,60.865881
bin: 3,85.565914,85.561449,88.409178,84.228695,86.457663
bin: 4,98.730981,98.414603,102.352833,98.091672,100.691532
bin: 5,85.711116,85.305285,86.608332,86.291136,86.612389
bin: 6,111.592017,117.933115,115.420706,120.634795,112.172553
bin: 7,159.059460,158.890999,161.764584,161.043858,160.670414
bin: 8,143.603498,151.879122,149.853734,156.997658,148.657452
bin: 9,180.430178,180.499224,177.134284,180.598854,183.225002
bin: 10,191.201508,190.888907,195.154106,189.871297,196.527908
bin: 11,177.472384,168.441382,176.078707,174.032521,173.117191
bin: 12,170.008071,164.410663,165.422370,171.683658,158.405932
bin: 13,170.617216,163.930205,172.268591,166.095313,172.792405
bin: 14,164.890337,171.368549,175.691315,170.695800,171.763212
bin: 15,192.664633,198.736727,196.561735,195.413292,200.273393
bin: 16,240.391126,244.285473,246.634679,243.159532,249.371187
bin: 17,252.948209,249.689250,252.564315,253.720252,249.071628
bin: 18,258.215813,253.723286,257.127194,259.319414,252.559240
bin: 19,252.674736,250.400446,237.437574,256.282953,251.239883
bin: 20,264.919219,266.950244,275.284974,268.963692,264.652031
bin: 21,253.858529,255.039255,260.728614,258.512573,254.352633
bin: 22,246.653461,238.220371,244.859419,250.547892,251.112421
bin: 23,252.417324,252.478980,245.942733,254.357013,248.223943
bin: 24,256.321657,259.132362,261.270214,262.563729,260.834830
bin: 25,224.946472,217.423332,221.759729,230.237451,213.021641
bin: 26,217.185023,220.425103,219.507288,221.349032,214.872187
bin: 27,183.596687,190.366001,189.759638,184.300039,190.962109
bin: 28,189.711993,198.173093,204.359432,199.536487,202.698321
bin: 29,141.369030,142.881886,145.735578,150.190597,139.656652
bin: 30,141.577584,136.709992,142.173758,132.250034,136.594660
bin: 31,91.004734,90.427947,90.228172,89.997629,90.122396
